[ PSN ]

tEPS_Z
sigma_x[114] = -3.154728e+04		sigma_y[114] = 7.172888e+05		tau[114] = -5.231199e+77
sigma_x[115] = -1.147281e+05		sigma_y[115] = 1.064526e+05		tau[115] = -5.231199e+77
sigma_x[116] = -3.430856e+04		sigma_y[116] = 7.159740e+05		tau[116] = -5.231199e+77
sigma_x[117] = -1.172361e+05		sigma_y[117] = 1.123531e+05		tau[117] = -5.231199e+77
sigma_x[118] = -3.259401e+04		sigma_y[118] = 7.180308e+05		tau[118] = -5.231199e+77
sigma_x[119] = -1.150982e+05		sigma_y[119] = 1.076254e+05		tau[119] = -5.231199e+77
sigma_x[120] = -3.456083e+04		sigma_y[120] = 7.166937e+05		tau[120] = -5.231199e+77
sigma_x[121] = -1.149704e+05		sigma_y[121] = 1.041135e+05		tau[121] = -5.231199e+77
sigma_x[122] = -3.566720e+04		sigma_y[122] = 7.174525e+05		tau[122] = -5.231199e+77
sigma_x[123] = -1.188291e+05		sigma_y[123] = 1.016425e+05		tau[123] = -5.231199e+77
sigma_x[124] = -3.572685e+04		sigma_y[124] = 7.229021e+05		tau[124] = -5.231199e+77
sigma_x[125] = -1.155429e+05		sigma_y[125] = 1.049396e+05		tau[125] = -5.231199e+77
sigma_x[126] = -3.550853e+04		sigma_y[126] = 7.177553e+05		tau[126] = -5.231199e+77
sigma_x[127] = -1.201637e+05		sigma_y[127] = 1.018661e+05		tau[127] = -5.231199e+77
sigma_x[128] = -3.492536e+04		sigma_y[128] = 7.236280e+05		tau[128] = -5.231199e+77
sigma_x[129] = -1.204664e+05		sigma_y[129] = 1.016330e+05		tau[129] = -5.231199e+77
sigma_x[130] = 1.160998e+05		sigma_y[130] = -8.813527e+04		tau[130] = -5.231199e+77
sigma_x[131] = -1.372065e+05		sigma_y[131] = 8.185085e+04		tau[131] = -5.231199e+77
sigma_x[132] = 1.269196e+05		sigma_y[132] = -7.822033e+04		tau[132] = -5.231199e+77
sigma_x[133] = -1.200364e+05		sigma_y[133] = 1.054286e+05		tau[133] = -5.231199e+77
sigma_x[134] = -2.680407e+04		sigma_y[134] = 7.534992e+05		tau[134] = -5.231199e+77
sigma_x[135] = -1.300112e+05		sigma_y[135] = 1.100788e+05		tau[135] = -5.231199e+77
sigma_x[136] = -1.312719e+04		sigma_y[136] = 8.234173e+05		tau[136] = -5.231199e+77
sigma_x[137] = -1.779785e+05		sigma_y[137] = 5.640701e+04		tau[137] = -5.231199e+77
sigma_x[138] = 1.646485e+05		sigma_y[138] = 8.606775e+04		tau[138] = -5.231199e+77
sigma_x[139] = -9.471116e+04		sigma_y[139] = -2.600461e+04		tau[139] = -5.231199e+77
sigma_x[140] = 1.266827e+05		sigma_y[140] = -1.037612e+05		tau[140] = -5.231199e+77
sigma_x[141] = -1.372497e+05		sigma_y[141] = 1.370193e+05		tau[141] = -5.231199e+77
sigma_x[142] = 1.806657e+04		sigma_y[142] = 1.066793e+06		tau[142] = -5.231199e+77
sigma_x[143] = -9.825196e+04		sigma_y[143] = -1.003567e+06		tau[143] = -5.231199e+77
sigma_x[144] = 1.844211e+04		sigma_y[144] = 7.385948e+05		tau[144] = -5.231199e+77
sigma_x[145] = -1.193950e+05		sigma_y[145] = 1.038723e+05		tau[145] = -5.231199e+77
sigma_x[146] = -2.868658e+04		sigma_y[146] = 7.257716e+05		tau[146] = -5.231199e+77
sigma_x[147] = -1.258124e+05		sigma_y[147] = 1.063013e+05		tau[147] = -5.231199e+77
sigma_x[148] = -1.776292e+04		sigma_y[148] = 7.411430e+05		tau[148] = -5.231199e+77
sigma_x[149] = -1.208227e+05		sigma_y[149] = 1.006535e+05		tau[149] = -5.231199e+77
sigma_x[150] = -3.174234e+04		sigma_y[150] = 7.089874e+05		tau[150] = -5.231199e+77
sigma_x[151] = -1.273720e+05		sigma_y[151] = 9.284033e+04		tau[151] = -5.231199e+77
sigma_x[152] = -2.566002e+04		sigma_y[152] = 6.893757e+05		tau[152] = -5.231199e+77
sigma_x[153] = -1.361999e+05		sigma_y[153] = 1.256360e+05		tau[153] = -5.231199e+77
sigma_x[154] = 2.084382e+03		sigma_y[154] = 7.905511e+05		tau[154] = -5.231199e+77
sigma_x[155] = -2.038093e+04		sigma_y[155] = -7.884645e+05		tau[155] = -5.231199e+77
sigma_x[156] = 2.511399e+04		sigma_y[156] = 8.126859e+05		tau[156] = -5.231199e+77
sigma_x[157] = -1.201913e+05		sigma_y[157] = 9.110751e+04		tau[157] = -5.231199e+77
sigma_x[158] = -1.651870e+04		sigma_y[158] = 6.718280e+05		tau[158] = -5.231199e+77
sigma_x[159] = -5.111393e+03		sigma_y[159] = -6.576698e+05		tau[159] = -5.231199e+77
sigma_x[160] = 6.838040e+04		sigma_y[160] = 8.633623e+05		tau[160] = -5.231199e+77
sigma_x[161] = -1.234971e+05		sigma_y[161] = 9.756426e+04		tau[161] = -5.231199e+77
sigma_x[162] = -3.473195e+04		sigma_y[162] = 7.061277e+05		tau[162] = -5.231199e+77
sigma_x[163] = -1.348244e+05		sigma_y[163] = 8.394630e+04		tau[163] = -5.231199e+77
sigma_x[164] = -3.191253e+04		sigma_y[164] = 6.822281e+05		tau[164] = -5.231199e+77
sigma_x[165] = -1.244511e+05		sigma_y[165] = 9.523701e+04		tau[165] = -5.231199e+77
sigma_x[166] = -3.695897e+04		sigma_y[166] = 7.091881e+05		tau[166] = -5.231199e+77
sigma_x[167] = -1.372812e+05		sigma_y[167] = 8.739322e+04		tau[167] = -5.231199e+77
sigma_x[168] = -3.676615e+04		sigma_y[168] = 6.948423e+05		tau[168] = -5.231199e+77
sigma_x[169] = -1.425653e+05		sigma_y[169] = 5.311917e+04		tau[169] = -5.231199e+77
sigma_x[170] = -3.200787e+04		sigma_y[170] = 6.034356e+05		tau[170] = -5.231199e+77
sigma_x[171] = 1.318583e+05		sigma_y[171] = -1.216809e+05		tau[171] = -5.231199e+77
sigma_x[172] = 7.880785e+04		sigma_y[172] = -5.648469e+05		tau[172] = -5.231199e+77
sigma_x[173] = -3.134381e+04		sigma_y[173] = 8.028579e+05		tau[173] = -5.231199e+77
sigma_x[174] = -1.549967e+05		sigma_y[174] = 6.560294e+04		tau[174] = -5.231199e+77
sigma_x[175] = -3.425098e+04		sigma_y[175] = 6.954672e+05		tau[175] = -5.231199e+77
sigma_x[176] = 4.032910e+04		sigma_y[176] = -6.932819e+05		tau[176] = -5.231199e+77
sigma_x[177] = -3.143424e+04		sigma_y[177] = 7.383203e+05		tau[177] = -5.231199e+77
sigma_x[178] = -1.273510e+05		sigma_y[178] = 9.743690e+04		tau[178] = -5.231199e+77
sigma_x[179] = -3.596652e+04		sigma_y[179] = 7.233952e+05		tau[179] = -5.231199e+77
sigma_x[180] = -1.268883e+05		sigma_y[180] = 8.607681e+04		tau[180] = -5.231199e+77
sigma_x[181] = -4.191928e+04		sigma_y[181] = 6.904358e+05		tau[181] = -5.231199e+77
sigma_x[182] = -1.267484e+05		sigma_y[182] = 9.791678e+04		tau[182] = -5.231199e+77
sigma_x[183] = -3.284149e+04		sigma_y[183] = 7.430972e+05		tau[183] = -5.231199e+77
sigma_x[184] = -1.527899e+05		sigma_y[184] = 1.024815e+05		tau[184] = -5.231199e+77
sigma_x[185] = -3.078952e+04		sigma_y[185] = 7.602712e+05		tau[185] = -5.231199e+77
sigma_x[186] = -1.542476e+05		sigma_y[186] = 1.036554e+05		tau[186] = -5.231199e+77
sigma_x[187] = -4.347928e+04		sigma_y[187] = 6.787360e+05		tau[187] = -5.231199e+77
sigma_x[188] = 4.773680e+04		sigma_y[188] = -6.792743e+05		tau[188] = -5.231199e+77
sigma_x[189] = -5.102915e+04		sigma_y[189] = 7.024062e+05		tau[189] = -5.231199e+77
sigma_x[190] = -7.320380e+04		sigma_y[190] = 4.864743e+04		tau[190] = -5.231199e+77
sigma_x[191] = -6.105829e+04		sigma_y[191] = 6.123488e+05		tau[191] = -5.231199e+77
sigma_x[192] = -3.118786e+05		sigma_y[192] = 3.847992e+05		tau[192] = -5.231199e+77
sigma_x[193] = 2.257188e+04		sigma_y[193] = -8.035279e+05		tau[193] = -5.231199e+77
sigma_x[194] = -1.330527e+05		sigma_y[194] = -3.202450e+05		tau[194] = -5.231199e+77
sigma_x[195] = -1.266489e+05		sigma_y[195] = 5.522491e+05		tau[195] = -5.231199e+77
sigma_x[196] = 5.019353e+03		sigma_y[196] = 6.616832e+05		tau[196] = -5.231199e+77
sigma_x[197] = -4.894177e+04		sigma_y[197] = -7.876564e+05		tau[197] = -5.231199e+77
sigma_x[198] = -1.410159e+05		sigma_y[198] = -2.346546e+04		tau[198] = -5.231199e+77
sigma_x[199] = -4.294311e+04		sigma_y[199] = 6.945845e+05		tau[199] = -5.231199e+77
sigma_x[200] = -1.256408e+05		sigma_y[200] = 8.455547e+04		tau[200] = -5.231199e+77
sigma_x[201] = -3.425969e+04		sigma_y[201] = 7.127600e+05		tau[201] = -5.231199e+77
sigma_x[202] = -1.165794e+05		sigma_y[202] = 1.895239e+05		tau[202] = -5.231199e+77
sigma_x[203] = -1.505657e+04		sigma_y[203] = 6.925786e+05		tau[203] = -5.231199e+77
sigma_x[204] = -1.239689e+05		sigma_y[204] = 9.956461e+04		tau[204] = -5.231199e+77
sigma_x[205] = -3.072553e+04		sigma_y[205] = 7.062138e+05		tau[205] = -5.231199e+77
sigma_x[206] = -1.261118e+03		sigma_y[206] = 7.835029e+05		tau[206] = -5.231199e+77
sigma_x[207] = -1.641374e+04		sigma_y[207] = -8.320376e+05		tau[207] = -5.231199e+77
sigma_x[208] = 9.038648e+03		sigma_y[208] = 9.291388e+05		tau[208] = -5.231199e+77
sigma_x[209] = 2.226408e+03		sigma_y[209] = -8.650696e+05		tau[209] = -5.231199e+77
sigma_x[210] = -1.286042e+05		sigma_y[210] = 1.960040e+05		tau[210] = -5.231199e+77
sigma_x[211] = -1.709845e+04		sigma_y[211] = 7.206361e+05		tau[211] = -5.231199e+77
sigma_x[212] = -1.227963e+05		sigma_y[212] = 1.328776e+05		tau[212] = -5.231199e+77
sigma_x[213] = -2.674697e+04		sigma_y[213] = 7.104304e+05		tau[213] = -5.231199e+77
sigma_x[214] = -1.389212e+05		sigma_y[214] = 1.823899e+05		tau[214] = -5.231199e+77
sigma_x[215] = -3.556316e+04		sigma_y[215] = 7.340461e+05		tau[215] = -5.231199e+77
sigma_x[216] = -1.284730e+05		sigma_y[216] = 9.480952e+04		tau[216] = -5.231199e+77
sigma_x[217] = -3.169045e+04		sigma_y[217] = 7.122576e+05		tau[217] = -5.231199e+77
sigma_x[218] = -1.189664e+05		sigma_y[218] = 1.040389e+05		tau[218] = -5.231199e+77
sigma_x[219] = -3.405058e+04		sigma_y[219] = 7.160082e+05		tau[219] = -5.231199e+77
sigma_x[220] = -1.159103e+05		sigma_y[220] = 1.059712e+05		tau[220] = -5.231199e+77
sigma_x[221] = -3.502310e+04		sigma_y[221] = 7.167449e+05		tau[221] = -5.231199e+77
sigma_x[222] = -1.197910e+05		sigma_y[222] = 1.007685e+05		tau[222] = -5.231199e+77
sigma_x[223] = -3.404670e+04		sigma_y[223] = 7.127995e+05		tau[223] = -5.231199e+77
sigma_x[224] = -1.170230e+05		sigma_y[224] = 1.036792e+05		tau[224] = -5.231199e+77
sigma_x[225] = -3.497125e+04		sigma_y[225] = 7.170523e+05		tau[225] = -5.231199e+77
sigma_x[226] = -1.164676e+05		sigma_y[226] = 1.045428e+05		tau[226] = -5.231199e+77
sigma_x[227] = -3.534497e+04		sigma_y[227] = 7.187553e+05		tau[227] = -5.231199e+77
sigma_x[228] = -1.225316e+05		sigma_y[228] = 1.011543e+05		tau[228] = -5.231199e+77
sigma_x[229] = -3.437677e+04		sigma_y[229] = 7.231243e+05		tau[229] = -5.231199e+77
sigma_x[230] = -1.182003e+05		sigma_y[230] = 1.029568e+05		tau[230] = -5.231199e+77
sigma_x[231] = -3.413577e+04		sigma_y[231] = 7.241879e+05		tau[231] = -5.231199e+77
sigma_x[232] = -1.228716e+05		sigma_y[232] = 9.981090e+04		tau[232] = -5.231199e+77
sigma_x[233] = -3.266735e+04		sigma_y[233] = 7.309494e+05		tau[233] = -5.231199e+77
sigma_x[234] = -1.198421e+05		sigma_y[234] = 1.071534e+05		tau[234] = -5.231199e+77
sigma_x[235] = -3.273359e+04		sigma_y[235] = 7.118553e+05		tau[235] = -5.231199e+77
sigma_x[236] = -1.179605e+05		sigma_y[236] = 1.034773e+05		tau[236] = -5.231199e+77
sigma_x[237] = -3.394720e+04		sigma_y[237] = 7.186888e+05		tau[237] = -5.231199e+77
sigma_x[238] = -1.211323e+05		sigma_y[238] = 9.959201e+04		tau[238] = -5.231199e+77
sigma_x[239] = -3.297991e+04		sigma_y[239] = 7.112127e+05		tau[239] = -5.231199e+77
sigma_x[240] = -1.188231e+05		sigma_y[240] = 1.011817e+05		tau[240] = -5.231199e+77
sigma_x[241] = -3.284757e+04		sigma_y[241] = 7.184489e+05		tau[241] = -5.231199e+77
sigma_x[242] = -1.200697e+05		sigma_y[242] = 1.027350e+05		tau[242] = -5.231199e+77
sigma_x[243] = -3.062477e+04		sigma_y[243] = 7.365768e+05		tau[243] = -5.231199e+77
sigma_x[244] = -1.255694e+05		sigma_y[244] = 1.020663e+05		tau[244] = -5.231199e+77
sigma_x[245] = -2.622261e+04		sigma_y[245] = 7.549308e+05		tau[245] = -5.231199e+77
sigma_x[246] = -1.212046e+05		sigma_y[246] = 1.023277e+05		tau[246] = -5.231199e+77
sigma_x[247] = -2.638272e+04		sigma_y[247] = 7.424579e+05		tau[247] = -5.231199e+77
sigma_x[248] = -1.270727e+05		sigma_y[248] = 1.066319e+05		tau[248] = -5.231199e+77
sigma_x[249] = -1.425689e+04		sigma_y[249] = 7.974848e+05		tau[249] = -5.231199e+77
sigma_x[250] = 6.945814e+03		sigma_y[250] = -8.833844e+05		tau[250] = -5.231199e+77
sigma_x[251] = -1.221833e+05		sigma_y[251] = -3.645232e+05		tau[251] = -5.231199e+77
sigma_x[252] = -1.208884e+05		sigma_y[252] = 5.382964e+05		tau[252] = -5.231199e+77
sigma_x[253] = -1.345733e+05		sigma_y[253] = -5.321580e+04		tau[253] = -5.231199e+77
sigma_x[254] = -4.189950e+04		sigma_y[254] = 6.830772e+05		tau[254] = -5.231199e+77
sigma_x[255] = -5.739562e+04		sigma_y[255] = -9.305179e+05		tau[255] = -5.231199e+77
sigma_x[256] = 1.413358e+05		sigma_y[256] = -1.093792e+05		tau[256] = -5.231199e+77
sigma_x[257] = 3.719565e+04		sigma_y[257] = -1.121713e+06		tau[257] = -5.231199e+77
sigma_x[258] = -1.140637e+05		sigma_y[258] = 1.103277e+05		tau[258] = -5.231199e+77
sigma_x[259] = -1.877979e+04		sigma_y[259] = 6.682268e+05		tau[259] = -5.231199e+77
sigma_x[260] = 6.260192e+03		sigma_y[260] = 7.160868e+05		tau[260] = -5.231199e+77
sigma_x[261] = -1.185574e+05		sigma_y[261] = -1.023342e+06		tau[261] = -5.231199e+77
sigma_x[262] = -1.040259e+05		sigma_y[262] = 2.792964e+05		tau[262] = -5.231199e+77
sigma_x[263] = -1.826022e+03		sigma_y[263] = 6.989005e+05		tau[263] = -5.231199e+77
sigma_x[264] = -1.031104e+04		sigma_y[264] = 8.434866e+05		tau[264] = -5.231199e+77
sigma_x[265] = -3.747346e+04		sigma_y[265] = -1.007437e+06		tau[265] = -5.231199e+77
sigma_x[266] = -1.275179e+05		sigma_y[266] = 2.316387e+05		tau[266] = -5.231199e+77
sigma_x[267] = -1.577079e+04		sigma_y[267] = 7.516296e+05		tau[267] = -5.231199e+77
sigma_x[268] = -1.231235e+05		sigma_y[268] = 6.458982e+04		tau[268] = -5.231199e+77
sigma_x[269] = -3.460116e+04		sigma_y[269] = 7.039463e+05		tau[269] = -5.231199e+77
sigma_x[270] = -1.199482e+05		sigma_y[270] = 9.187439e+04		tau[270] = -5.231199e+77
sigma_x[271] = -3.245918e+04		sigma_y[271] = 7.137554e+05		tau[271] = -5.231199e+77
sigma_x[272] = -1.202698e+05		sigma_y[272] = 7.680247e+04		tau[272] = -5.231199e+77
sigma_x[273] = -3.000376e+04		sigma_y[273] = 6.960493e+05		tau[273] = -5.231199e+77
sigma_x[274] = -1.199368e+05		sigma_y[274] = 8.928490e+04		tau[274] = -5.231199e+77
sigma_x[275] = -3.067297e+04		sigma_y[275] = 7.110571e+05		tau[275] = -5.231199e+77
sigma_x[276] = -1.229669e+05		sigma_y[276] = 9.807898e+04		tau[276] = -5.231199e+77
sigma_x[277] = -2.455674e+04		sigma_y[277] = 7.307102e+05		tau[277] = -5.231199e+77
sigma_x[278] = -1.278423e+05		sigma_y[278] = 1.003056e+05		tau[278] = -5.231199e+77
sigma_x[279] = -8.547000e+03		sigma_y[279] = 7.778216e+05		tau[279] = -5.231199e+77
sigma_x[280] = -1.243466e+05		sigma_y[280] = 9.634727e+04		tau[280] = -5.231199e+77
sigma_x[281] = -2.375958e+04		sigma_y[281] = 7.213100e+05		tau[281] = -5.231199e+77
sigma_x[282] = -1.328018e+05		sigma_y[282] = 9.453302e+04		tau[282] = -5.231199e+77
sigma_x[283] = -1.138761e+04		sigma_y[283] = 7.288499e+05		tau[283] = -5.231199e+77
sigma_x[284] = -1.155526e+05		sigma_y[284] = 1.424372e+05		tau[284] = -5.231199e+77
sigma_x[285] = -2.126162e+04		sigma_y[285] = 7.038803e+05		tau[285] = -5.231199e+77
sigma_x[286] = -1.182042e+05		sigma_y[286] = 1.072276e+05		tau[286] = -5.231199e+77
sigma_x[287] = -2.583841e+04		sigma_y[287] = 7.169663e+05		tau[287] = -5.231199e+77
sigma_x[288] = -1.186693e+05		sigma_y[288] = 1.682054e+05		tau[288] = -5.231199e+77
sigma_x[289] = -2.018367e+04		sigma_y[289] = 7.237815e+05		tau[289] = -5.231199e+77
sigma_x[290] = -1.182866e+05		sigma_y[290] = 1.251615e+05		tau[290] = -5.231199e+77
sigma_x[291] = -2.162577e+04		sigma_y[291] = 7.264517e+05		tau[291] = -5.231199e+77
sigma_x[292] = -1.218824e+05		sigma_y[292] = 1.041966e+05		tau[292] = -5.231199e+77
sigma_x[293] = -2.113675e+04		sigma_y[293] = 7.256285e+05		tau[293] = -5.231199e+77
sigma_x[294] = -1.324677e+05		sigma_y[294] = 1.079065e+05		tau[294] = -5.231199e+77
sigma_x[295] = -1.444522e+04		sigma_y[295] = 7.172060e+05		tau[295] = -5.231199e+77
sigma_x[296] = -1.189660e+05		sigma_y[296] = 1.115846e+05		tau[296] = -5.231199e+77
sigma_x[297] = -1.687421e+04		sigma_y[297] = 7.352615e+05		tau[297] = -5.231199e+77
sigma_x[298] = -1.195978e+05		sigma_y[298] = 1.193163e+05		tau[298] = -5.231199e+77
sigma_x[299] = -1.448492e+04		sigma_y[299] = 7.247837e+05		tau[299] = -5.231199e+77
sigma_x[300] = -1.312588e+05		sigma_y[300] = 9.305951e+04		tau[300] = -5.231199e+77
sigma_x[301] = -3.225771e+04		sigma_y[301] = 7.268061e+05		tau[301] = -5.231199e+77
sigma_x[302] = -1.128201e+05		sigma_y[302] = 8.858435e+04		tau[302] = -5.231199e+77
sigma_x[303] = -2.592029e+04		sigma_y[303] = 7.962253e+05		tau[303] = -5.231199e+77
sigma_x[304] = -1.353109e+05		sigma_y[304] = 9.983601e+04		tau[304] = -5.231199e+77
sigma_x[305] = -3.139778e+04		sigma_y[305] = 7.341066e+05		tau[305] = -5.231199e+77
sigma_x[306] = -1.765129e+05		sigma_y[306] = 6.907220e+04		tau[306] = -5.231199e+77
sigma_x[307] = -3.350702e+04		sigma_y[307] = 6.448291e+05		tau[307] = -5.231199e+77
sigma_x[308] = -6.511053e+04		sigma_y[308] = -7.258280e+05		tau[308] = -5.231199e+77
sigma_x[309] = 5.115809e+04		sigma_y[309] = 7.340440e+05		tau[309] = -5.231199e+77
sigma_x[310] = -1.205506e+05		sigma_y[310] = -1.379064e+05		tau[310] = -5.231199e+77
sigma_x[311] = -1.331487e+05		sigma_y[311] = 5.177611e+05		tau[311] = -5.231199e+77
sigma_x[312] = -1.198377e+05		sigma_y[312] = 9.929017e+04		tau[312] = -5.231199e+77
sigma_x[313] = -2.972571e+04		sigma_y[313] = 7.440980e+05		tau[313] = -5.231199e+77
sigma_x[314] = -1.391920e+05		sigma_y[314] = 1.478851e+05		tau[314] = -5.231199e+77
sigma_x[315] = -2.575746e+04		sigma_y[315] = 8.445647e+05		tau[315] = -5.231199e+77
sigma_x[316] = -1.456072e+05		sigma_y[316] = 1.155440e+05		tau[316] = -5.231199e+77
sigma_x[317] = -8.611739e+03		sigma_y[317] = 8.302980e+05		tau[317] = -5.231199e+77
sigma_x[318] = -6.065852e+04		sigma_y[318] = 6.160670e+04		tau[318] = -5.231199e+77
sigma_x[319] = -4.624764e+04		sigma_y[319] = 6.289913e+05		tau[319] = -5.231199e+77
sigma_x[320] = -4.174525e+04		sigma_y[320] = -8.042422e+05		tau[320] = -5.231199e+77
sigma_x[321] = -2.049991e+04		sigma_y[321] = 6.613007e+05		tau[321] = -5.231199e+77
sigma_x[322] = -2.521820e+05		sigma_y[322] = 4.068118e+05		tau[322] = -5.231199e+77
sigma_x[323] = -1.227147e+05		sigma_y[323] = 1.203979e+05		tau[323] = -5.231199e+77
sigma_x[324] = 2.401115e+04		sigma_y[324] = 9.691198e+05		tau[324] = -5.231199e+77
sigma_x[325] = -9.484854e+04		sigma_y[325] = -9.231541e+05		tau[325] = -5.231199e+77
sigma_x[326] = 2.341365e+04		sigma_y[326] = 6.746336e+05		tau[326] = -5.231199e+77
sigma_x[327] = -1.374455e+05		sigma_y[327] = 8.261344e+04		tau[327] = -5.231199e+77
sigma_x[328] = 4.962937e+03		sigma_y[328] = 7.355625e+05		tau[328] = -5.231199e+77
sigma_x[329] = -2.454489e+04		sigma_y[329] = -7.439144e+05		tau[329] = -5.231199e+77
sigma_x[330] = -2.240055e+03		sigma_y[330] = 6.536484e+05		tau[330] = -5.231199e+77
sigma_x[331] = -1.485320e+05		sigma_y[331] = 8.987807e+04		tau[331] = -5.231199e+77
sigma_x[332] = -8.777773e+03		sigma_y[332] = 6.927463e+05		tau[332] = -5.231199e+77
sigma_x[333] = 5.692179e+03		sigma_y[333] = -6.954771e+05		tau[333] = -5.231199e+77
sigma_x[334] = -2.629219e+04		sigma_y[334] = 6.314891e+05		tau[334] = -5.231199e+77
sigma_x[335] = -1.468519e+05		sigma_y[335] = 1.508959e+05		tau[335] = -5.231199e+77
sigma_x[336] = -1.852002e+04		sigma_y[336] = 6.926069e+05		tau[336] = -5.231199e+77
sigma_x[337] = 3.909164e+04		sigma_y[337] = -6.883813e+05		tau[337] = -5.231199e+77
sigma_x[338] = -5.097589e+04		sigma_y[338] = 6.850017e+05		tau[338] = -5.231199e+77
sigma_x[339] = 1.812557e+03		sigma_y[339] = 9.583992e+05		tau[339] = -5.231199e+77
sigma_x[340] = 1.393539e+04		sigma_y[340] = -8.794979e+05		tau[340] = -5.231199e+77
sigma_x[341] = -1.401811e+05		sigma_y[341] = 2.000256e+05		tau[341] = -5.231199e+77
sigma_x[342] = -3.952046e+04		sigma_y[342] = 7.604860e+05		tau[342] = -5.231199e+77
sigma_x[343] = 1.478815e+04		sigma_y[343] = -9.051411e+05		tau[343] = -5.231199e+77
sigma_x[344] = -1.196107e+05		sigma_y[344] = -3.660558e+05		tau[344] = -5.231199e+77
sigma_x[345] = -1.265515e+05		sigma_y[345] = 5.552841e+05		tau[345] = -5.231199e+77
sigma_x[346] = -9.861536e+04		sigma_y[346] = 3.677009e+05		tau[346] = -5.231199e+77
sigma_x[347] = -4.392128e+04		sigma_y[347] = 6.088797e+05		tau[347] = -5.231199e+77
sigma_x[348] = -5.343510e+04		sigma_y[348] = -9.583247e+05		tau[348] = -5.231199e+77
sigma_x[349] = -7.104895e+02		sigma_y[349] = 7.162387e+05		tau[349] = -5.231199e+77
sigma_x[350] = -1.013977e+05		sigma_y[350] = -9.929735e+05		tau[350] = -5.231199e+77
sigma_x[351] = -1.285843e+05		sigma_y[351] = 1.129504e+05		tau[351] = -5.231199e+77
sigma_x[352] = -2.926638e+04		sigma_y[352] = 7.313360e+05		tau[352] = -5.231199e+77
sigma_x[353] = -1.231423e+05		sigma_y[353] = 1.133555e+05		tau[353] = -5.231199e+77
sigma_x[354] = -2.214574e+04		sigma_y[354] = 7.296814e+05		tau[354] = -5.231199e+77
sigma_x[355] = -1.367191e+05		sigma_y[355] = -4.671558e+04		tau[355] = -5.231199e+77
sigma_x[356] = -4.213511e+04		sigma_y[356] = 6.991934e+05		tau[356] = -5.231199e+77
sigma_x[357] = -1.299957e+05		sigma_y[357] = 7.067818e+04		tau[357] = -5.231199e+77
sigma_x[358] = -2.585534e+04		sigma_y[358] = 7.205993e+05		tau[358] = -5.231199e+77
sigma_x[359] = -1.222321e+05		sigma_y[359] = 1.053942e+05		tau[359] = -5.231199e+77
sigma_x[360] = -1.364598e+04		sigma_y[360] = 7.408600e+05		tau[360] = -5.231199e+77
sigma_x[361] = -1.161337e+05		sigma_y[361] = 1.042624e+05		tau[361] = -5.231199e+77
sigma_x[362] = -7.368523e+03		sigma_y[362] = 7.495552e+05		tau[362] = -5.231199e+77
sigma_x[363] = -1.308947e+05		sigma_y[363] = 8.701915e+04		tau[363] = -5.231199e+77
sigma_x[364] = -1.401165e+04		sigma_y[364] = 7.356153e+05		tau[364] = -5.231199e+77
sigma_x[365] = -1.299279e+05		sigma_y[365] = 7.694902e+04		tau[365] = -5.231199e+77
sigma_x[366] = -1.514438e+03		sigma_y[366] = 7.619734e+05		tau[366] = -5.231199e+77
sigma_x[367] = -1.172349e+05		sigma_y[367] = 1.150481e+05		tau[367] = -5.231199e+77
sigma_x[368] = -2.041817e+04		sigma_y[368] = 6.813128e+05		tau[368] = -5.231199e+77
sigma_x[369] = -1.297134e+05		sigma_y[369] = 7.982491e+04		tau[369] = -5.231199e+77
sigma_x[370] = -2.286102e+04		sigma_y[370] = 7.135337e+05		tau[370] = -5.231199e+77
sigma_x[371] = -1.093392e+05		sigma_y[371] = 2.788628e+05		tau[371] = -5.231199e+77
sigma_x[372] = -2.002095e+03		sigma_y[372] = 7.140480e+05		tau[372] = -5.231199e+77
sigma_x[373] = -1.234869e+05		sigma_y[373] = 1.453934e+05		tau[373] = -5.231199e+77
sigma_x[374] = -1.293091e+04		sigma_y[374] = 7.263693e+05		tau[374] = -5.231199e+77
sigma_x[375] = -1.377410e+05		sigma_y[375] = 8.287770e+04		tau[375] = -5.231199e+77
sigma_x[376] = -1.531790e+04		sigma_y[376] = 7.277165e+05		tau[376] = -5.231199e+77
sigma_x[377] = -1.437630e+05		sigma_y[377] = 6.493780e+04		tau[377] = -5.231199e+77
sigma_x[378] = -5.481209e+03		sigma_y[378] = 7.414378e+05		tau[378] = -5.231199e+77
sigma_x[379] = -1.367227e+05		sigma_y[379] = 1.140249e+05		tau[379] = -5.231199e+77
sigma_x[380] = -1.347845e+04		sigma_y[380] = 7.321422e+05		tau[380] = -5.231199e+77
sigma_x[381] = -1.536529e+05		sigma_y[381] = 8.848174e+04		tau[381] = -5.231199e+77
sigma_x[382] = -1.220137e+04		sigma_y[382] = 7.240228e+05		tau[382] = -5.231199e+77
sigma_x[383] = 3.592490e+04		sigma_y[383] = 9.354990e+05		tau[383] = -5.231199e+77
sigma_x[384] = -1.381203e+04		sigma_y[384] = -8.518582e+05		tau[384] = -5.231199e+77
sigma_x[385] = -1.318690e+04		sigma_y[385] = -7.692686e+05		tau[385] = -5.231199e+77
sigma_x[386] = -1.300405e+05		sigma_y[386] = 2.532272e+05		tau[386] = -5.231199e+77
sigma_x[387] = -8.193626e+03		sigma_y[387] = 7.834268e+05		tau[387] = -5.231199e+77
